CSV Output,,
Proc Code(cpt4),proc_type,proc_description
88307,CPT?-Procedure-Code,TISSUE EXAM BY PATHOLOGIST LEVEL V
88309,CPT?-Procedure-Code,TISSUE EXAM BY PATHOLOGIST LVL VI
88311,CPT?-Procedure-Code,DECALCIFICATION OF TISSUE
88312,CPT?-Procedure-Code,SPECIAL STAINS GROUP I
88313,CPT?-Procedure-Code,SPECIAL STAINS GROUP II
88314,CPT?-Procedure-Code,HISTOCHEMICAL STAIN
88319,CPT?-Procedure-Code,ENZYME CONSTITUENT HISTOCHEMISTRY
88321,CPT?-Procedure-Code,MICROSLIDE CONSULTATION
88323,CPT?-Procedure-Code,MICROSLIDE PREPARATION/CONSULTATION
88325,CPT?-Procedure-Code,COMPREHENSIVE REVIEW OF DATA
88329,CPT?-Procedure-Code,PATHOLOGY CONSULTATION IN SURGERY
88331,CPT?-Procedure-Code,PATH CONSULT SURG 1ST TISS BLOCK
88332,CPT?-Procedure-Code,PATH CONSULT SURG EA ADD TIS BLK
88333,CPT?-Procedure-Code,INTRAOP CYTO PATH CONSULT 1
88334,CPT?-Procedure-Code,INTRAOP CYTO PATH CONSULT 2
88342,CPT?-Procedure-Code,IMMUNOCYTOCHEMISTRY EACH
88343,CPT?-Procedure-Code,IMHISTOCHEM/CYTCHM EA ADDL A
88346,CPT?-Procedure-Code,IMMUNOFLUORESCENT STUDY DIRECT
88347,CPT?-Procedure-Code,IMMUNOFLUORESCENT STUDY INDIRECT
88348,CPT?-Procedure-Code,ELECTRON MICROSCOPY DIAGNOSTIC
88356,CPT?-Procedure-Code,ANALYSIS NERVE
88360,CPT?-Procedure-Code,TUMOR IMMUNOHISTOCHEM/MANUAL
88361,CPT?-Procedure-Code,IMMUNOHISTOCHEMISTRY TUMOR
88363,CPT?-Procedure-Code,XM ARCHIVE TISSUE MOLEC ANAL
88365,CPT?-Procedure-Code,TISSUE HYBRIDIZATION
88367,CPT?-Procedure-Code,INSITU HYBRIDIZATION AUTO
88368,CPT?-Procedure-Code,INSITU HYBRIDIZATION MANUAL
88381,CPT?-Procedure-Code,MICRODISSECTION MANUAL
88386,CPT?-Procedure-Code,EVAL MOLECUL PROBES 251-500
88738,CPT?-Procedure-Code,HGB QUANT TRANSCUTANEOUS
890,Revenue Code,RESERVED NATIONAL ASSIGNMENT
89050,CPT?-Procedure-Code,BODY FLUID CELL COUNT NO BLOOD
89051,CPT?-Procedure-Code,BODY FLUID CELL/DIFFRNTL CNT NO BLD
89055,CPT?-Procedure-Code,LEUKOCYTE COUNT FECAL
89060,CPT?-Procedure-Code,EXAM SYNOVIAL FLUID CRYSTALS
89125,CPT?-Procedure-Code,SPECIMEN FAT STAIN
89160,CPT?-Procedure-Code,EXAMINE FECES FOR MEAT FIBERS
89190,CPT?-Procedure-Code,NASAL SMEAR FOR EOSINOPHILS
89240,CPT?-Procedure-Code,PATHOLOGY LAB PROCEDURE
89261,CPT?-Procedure-Code,ISOLATE SPERM COMPLEX PREP
89310,CPT?-Procedure-Code,SEMEN ANALYSIS MOTILITY & COUNT
89320,CPT?-Procedure-Code,SEMEN ANALYSIS COMPLETE
89322,CPT?-Procedure-Code,SEMEN ANAL STRICT CRITERIA
895,Revenue Code,RESERVED NATIONAL ASSIGNMENT
900,Revenue Code,PSYCH TREATMENT
901,Revenue Code,ELECTRO SHOCK
902,Revenue Code,MILIEU THERAPY
903,Revenue Code,PLAY THERAPY
90375,CPT?-Procedure-Code,RIG HUMAN INTRAMUSC AND/OR SUBCUT
90384,CPT?-Procedure-Code,RHIG HUMAN FULL-DOSE INTRAMUSC
904,Revenue Code,ACTIVITY THERAPY
90460,CPT?-Procedure-Code,INTERMEDIATE SERVICE
90461,CPT?-Procedure-Code,INADM ANY ROUTE ADDL VAC/TOX
90471,CPT?-Procedure-Code,IMMUNIZ ADMNIN 1 VAC SNGL/COMBO
90472,CPT?-Procedure-Code,IMMUNIZ ADMN EA ADD VAC SNGL/COMBO
90473,CPT?-Procedure-Code,IMMUNIZ ADMN INTRANASAL/ORAL 1 VACC
90474,CPT?-Procedure-Code,IMMUNIZ ADMN INTNSL/ORAL EA AD VACC
90585,CPT?-Procedure-Code,BCG VAC FOR TB LIVE PERCUTANEOUS
90632,CPT?-Procedure-Code,HEP A VAC ADULT INTRAMUSCULAR
90633,CPT?-Procedure-Code,HEP A VAC PED/ADOL 2DOSE INTRAMU
90634,CPT?-Procedure-Code,HEP A VAC PED/ADOL 3DOSE INTRAMU
90636,CPT?-Procedure-Code,HEPA-HEPB VAC ADULT INTRAMUSCULAR
90644,CPT?-Procedure-Code,MENINGOCCL HIB VAC 4 DOSE IM
90645,CPT?-Procedure-Code,HIB VAC HBOC 4 DOSE INTRAMUSCUL
90647,CPT?-Procedure-Code,HIB VAC PRP-OMP 3 DOSE INTRAMUSC
90648,CPT?-Procedure-Code,HIB VAC PRP-T 4 DOSE INTRAMUSC
90649,CPT?-Procedure-Code,H PAPILLOMA VACC 3 DOSE IM
90654,CPT?-Procedure-Code,COMPLEX
90655,CPT?-Procedure-Code,FLU VACCINE 6-35 MO IM
90656,CPT?-Procedure-Code,FLU VACCINE NO PRESERV 3 & >
90657,CPT?-Procedure-Code,FLU VAC SPLIT 6-35 MOS INTRAMUSC
90658,CPT?-Procedure-Code,FLU VAC SPLIT 3+ YEARS INTRAMUSC
90660,CPT?-Procedure-Code,FLU VAC LIVE INTRANASAL
90661,CPT?-Procedure-Code,FLU VACC CELL CULTURE PRSV FREE
90662,CPT?-Procedure-Code,FLU VACC PRSV FREE INC ANTIG
90669,CPT?-Procedure-Code,PNEUM VAC POLYVALNT INTRAMUS -5YR
90670,CPT?-Procedure-Code,PNEUMOCOCCAL VACC 13 VAL IM
90672,CPT?-Procedure-Code,FLU VACCINE 4 VALENT NASAL
90675,CPT?-Procedure-Code,RABIES VAC INTRAMUSCULAR
90680,CPT?-Procedure-Code,ROTOVIRUS VAC LIVE ORAL
90686,CPT?-Procedure-Code,INFLUENZA VAC 4 VALENT PRSRV
90688,CPT?-Procedure-Code,INFLUENZA VACCINE QUADRIVALE
90691,CPT?-Procedure-Code,TYPHOID VAC (VICPS) INTRAMUSCULAR
90696,CPT?-Procedure-Code,DTAP-IPV VACC 4-6 YR IM
90698,CPT?-Procedure-Code,DTAP-HIB-IP VACCINE IM
90700,CPT?-Procedure-Code,DTAP VAC INTRAMUSCULAR
90701,CPT?-Procedure-Code,DTP VAC INTRAMUSCULAR
90703,CPT?-Procedure-Code,TETANUS VAC ADSORBED INTRAMUSC
90707,CPT?-Procedure-Code,MMR VIRUS VAC LIVE SUBCUT/JET
90710,CPT?-Procedure-Code,MMRV VAC LIVE SUBCUTANEOUS
90712,CPT?-Procedure-Code,POLIOVIRUS VAC LIVE ORAL
90713,CPT?-Procedure-Code,POLIOMYELITIS VAC INACTIVE SUBCUT
90714,CPT?-Procedure-Code,TYPHOID IMMUNIZATION
90715,CPT?-Procedure-Code,TDAP VACCINE >7 IM
90716,CPT?-Procedure-Code,VARICELLA VIRUS VAC LIVE SUBCUT
90717,CPT?-Procedure-Code,YELLOW FEVER VAC LIVE SUBCUTAN
90718,CPT?-Procedure-Code,TD VAC ADSORB INTRAM/JET OVR 7 YR
90719,CPT?-Procedure-Code,DIPHTHERIA TOXOID INTRAMUSCULAR
90723,CPT?-Procedure-Code,DTAP-HEPB-IPV VAC INACTIVE INTRAM
90732,CPT?-Procedure-Code,PNEUM VAC ADLT/IMUMNOSPR SBC/INTRM
90733,CPT?-Procedure-Code,MENINGOCOCCAL VAC SUBCUT/JET
90734,CPT?-Procedure-Code,MENINGOCOCCAL VACCINE IM
90736,CPT?-Procedure-Code,ZOSTER VACC SC
90740,CPT?-Procedure-Code,HEPB VAC DIALY/IMUNOSPR 3DOSE INTRM
90744,CPT?-Procedure-Code,HEPB VAC PED/ADOL 3 DOSE INTRAMUS
90746,CPT?-Procedure-Code,HEPATITIS B VAC ADULT INTRAMUSC
90747,CPT?-Procedure-Code,HEPB VAC DIAL/IMUNSPR 4 DOSE INTRM
90785,CPT?-Procedure-Code,PSYTX COMPLEX INTERACTIVE
90791,CPT?-Procedure-Code,PSYCH DIAGNOSTIC EVALUATION
90792,CPT?-Procedure-Code,PSYCH DIAG EVAL W/MED SRVCS
90801,CPT?-Procedure-Code,PSYCHIATRIC DX INTERVIEW EXAM
90802,CPT?-Procedure-Code,PSYCHIATRIC DX INTRVW EXAM INTERAC
90804,CPT?-Procedure-Code,PSYCHOTHER INDV INSIGHT 20-30 MIN
90805,CPT?-Procedure-Code,PSYCHOTHER INDV INSIGHT 20-30 W/E&M
90806,CPT?-Procedure-Code,PSYCHOTHER INDV INSIGHT 45-50 MIN
90807,CPT?-Procedure-Code,PSYCHOTHER INDV INSIGHT 45-50 W/E&M
90808,CPT?-Procedure-Code,PSYCHOTHER INDV INSIGHT 75-80 MIN
90809,CPT?-Procedure-Code,PSYCHOTHER INDV INSIGHT 75-80 W/E&M
90810,CPT?-Procedure-Code,PSYCHOTHER INDV INTRACT 20-30 MIN
90812,CPT?-Procedure-Code,PSYCHOTHER INDV INTRACT 45-50 MIN
90816,CPT?-Procedure-Code,PSYCHOTHER INDV INSIGHT 20-30 MIN
90817,CPT?-Procedure-Code,PSYCHOTHER INDV INSIGHT 20-30 W/E&M
90818,CPT?-Procedure-Code,PSYCHOTHER INDV INSIGHT 45-50 MIN
90819,CPT?-Procedure-Code,PSYCHOTHER INDV INSIGHT 45-50 W/E&M
90823,CPT?-Procedure-Code,PSYCHOTHER INDV INTRACT 25-30 MIN
90832,CPT?-Procedure-Code,PSYTX PT&/FAMILY 30 MINUTES
90833,CPT?-Procedure-Code,PSYTX PT&/FAM W/E&M 30 MIN
90834,CPT?-Procedure-Code,PSYTX PT&/FAMILY 45 MINUTES
90836,CPT?-Procedure-Code,PSYTX PT&/FAM W/E&M 45 MIN
90837,CPT?-Procedure-Code,PSYTX PT&/FAMILY 60 MINUTES
90838,CPT?-Procedure-Code,PSYTX PT&/FAM W/E&M 60 MIN
90839,CPT?-Procedure-Code,PSYTX CRISIS INITIAL 60 MIN
90840,CPT?-Procedure-Code,PSYTX CRISIS EA ADDL 30 MIN
90846,CPT?-Procedure-Code,FAMILY PSYCHOTHERAPY W/O PATIENT
90847,CPT?-Procedure-Code,FAMILY PSYCHOTHERAPY W/PT PRESENT
90849,CPT?-Procedure-Code,MULT-FAMILY PSYCHOTHERAPY GROUP
90853,CPT?-Procedure-Code,PSYCHOTHERAPY GROUP (NO MULTI-FAM)
90857,CPT?-Procedure-Code,INTERACTIVE PSYCHOTHERAPY GROUP
90862,CPT?-Procedure-Code,PSYCHIATRIC MEDICATION MANAGEMENT
90863,CPT?-Procedure-Code,PHARMACOLOGIC MGMT W/PSYTX
90868,CPT?-Procedure-Code,TCRANIAL MAGN STIM TX DELI
90875,CPT?-Procedure-Code,PSYCHOPHYSIOLOGICAL THER 20-30 MIN
90887,CPT?-Procedure-Code,CONSULTATION WITH FAMILY
90899,CPT?-Procedure-Code,PSYCHIATRIC SERVICE/THERAPY NEC
909,Revenue Code,OTHER PSTAY RX
90901,CPT?-Procedure-Code,BIOFEEDBACK TRAINING
90935,CPT?-Procedure-Code,HEMODIALYSIS ONE EVALUATION
90937,CPT?-Procedure-Code,HEMODIALYSIS REPEATED EVALUATION
90940,CPT?-Procedure-Code,HEMODIALYSIS ACCESS FLOW STUDY
90945,CPT?-Procedure-Code,DIALYSIS NOT HEMODIALY 1 EVALUATN
90960,CPT?-Procedure-Code,ESRD SERV 4 VISITS P MO 20+
90961,CPT?-Procedure-Code,ESRD SERV 2-3 VISITS P MO 20+
90962,CPT?-Procedure-Code,ESRD SERV 1 VISIT P MO 20+
90966,CPT?-Procedure-Code,PERITONL DIALYS ACUTE RF PT OVER 40
90970,CPT?-Procedure-Code,ESRD HOME PAT SERV P DAY 20+
90989,CPT?-Procedure-Code,DIALYSIS TRAINING COMPLETE
90993,CPT?-Procedure-Code,DIALYSIS TRAINING INCOMPLETE
90999,CPT?-Procedure-Code,DIALYSIS PROCEDURE NEC
91010,CPT?-Procedure-Code,ESOPHAGUS MOTILITY STUDY
91013,CPT?-Procedure-Code,ESOPHGL MOTIL W/STIM/PERFUS
91034,CPT?-Procedure-Code,GASTROESOPHAGEAL REFLUX TEST
91035,CPT?-Procedure-Code,G-ESOPH REFLUX TEST W/ELECTRODE
91037,CPT?-Procedure-Code,ESOPH IMPED FUNCTION TEST
91065,CPT?-Procedure-Code,BREATH HYDROGEN TEST
91110,CPT?-Procedure-Code,GI TRACT CAPSULE ENDOSCOPY
91120,CPT?-Procedure-Code,RECTAL SENSATION TEST
91122,CPT?-Procedure-Code,ANAL PRESSURE RECORDING
912,Revenue Code,PSYCH/PARTIAL HOSP
91299,CPT?-Procedure-Code,GASTROENTEROLOGY PROCEDURE NEC
913,Revenue Code,PSYCH/PARTIAL INTENSIVE
914,Revenue Code,PSYCH/INDIV RX
915,Revenue Code,PSYCH/GROUP RX
915RC,UNKNOWN Code,UNKNOWN Code
916,Revenue Code,PSYCH/FAMILY RX
918,Revenue Code,PSYCH/TESTING
919,Revenue Code,PSYCH/OTHER
920,Revenue Code,OTHER DX SVS
92002,CPT?-Procedure-Code,INTERMEDIATE EYE EXAM NEW PATIENT
92004,CPT?-Procedure-Code,COMPREHENSIVE EYE EXAM NEW PATIENT
92012,CPT?-Procedure-Code,INTERMED EYE EXAM ESTAB PATIENT
92014,CPT?-Procedure-Code,COMP EYE EXAMINATION ESTAB PATIENT
92015,CPT?-Procedure-Code,DETERMINATION OF REFRACTIVE STATE
92020,CPT?-Procedure-Code,GONIOSCOPY
92025,CPT?-Procedure-Code,CORNEAL TOPOGRAPHY
92060,CPT?-Procedure-Code,SPECIAL EYE EVALUATION SENSORIMOTOR
92071,CPT?-Procedure-Code,CONTACT LENS FITTING FOR TX
92081,CPT?-Procedure-Code,VISUAL FIELD EXAM(S) LIMITED
92082,CPT?-Procedure-Code,VISUAL FIELD EXAM(S) INTERMEDIATE
92083,CPT?-Procedure-Code,VISUAL FIELD EXAM(S) EXTENDED
921,Revenue Code,PERI VASCUL LAB
92100,CPT?-Procedure-Code,SERIAL TONOMETRY EVALUATION(S)
92132,CPT?-Procedure-Code,CMPTR OPHTH DX IMG ANT SEGMT
92133,CPT?-Procedure-Code,CMPTR OPHTH IMG OPTIC NERVE
92134,CPT?-Procedure-Code,CPTR OPHTH DX IMG POST SEGMT
92135,CPT?-Procedure-Code,OPHTHALMIC DIAG IMAGING COMPUTER
92136,CPT?-Procedure-Code,OPTHALMIC BIOMTRY
92140,CPT?-Procedure-Code,GLAUCOMA PROVOCATIVE TESTS
922,Revenue Code,EMG
92225,CPT?-Procedure-Code,EXTENDED OPHTHALMOSCOPY INITIAL
92226,CPT?-Procedure-Code,EXTENDED OPHTHALMOSCOPY SUBSEQUENT
92227,CPT?-Procedure-Code,REMOTE DX RETINAL IMAGING
92228,CPT?-Procedure-Code,REMOTE RETINAL IMAGING MGMT
92235,CPT?-Procedure-Code,FLUORESCEIN ANGIOSCOPY MULTIFRAME
92240,CPT?-Procedure-Code,ANGIOGRAPHY INDOCYANINE-GREEN
92250,CPT?-Procedure-Code,FUNDUS PHOTOGRAPHY
92270,CPT?-Procedure-Code,ELECTRO-OCULOGRAPHY
92275,CPT?-Procedure-Code,ELECTRORETINOGRAPHY
92283,CPT?-Procedure-Code,COLOR VISION EYE EXAM EXTENDED
92284,CPT?-Procedure-Code,DARK ADAPTATION EYE EXAM
92285,CPT?-Procedure-Code,EXTERNAL EYE PHOTOGRAPHY
92286,CPT?-Procedure-Code,INTERNAL EYE PHOTOGRAPHY
92287,CPT?-Procedure-Code,INTERNAL EYE PHOTOGRAPHY
923,Revenue Code,PAP SMEAR
92310,CPT?-Procedure-Code,CONTACT LENS FITTING
92314,CPT?-Procedure-Code,PRESCRIPTION OF CONTACT LENS
92326,CPT?-Procedure-Code,REPLACE CONTACT LENS
92340,CPT?-Procedure-Code,FITTING OF SPECTACLES MONOFOCAL
92341,CPT?-Procedure-Code,FITTING OF SPECTACLES BIFOCAL
92342,CPT?-Procedure-Code,FITTING OF SPECTACLES MULTIFOCAL
92370,CPT?-Procedure-Code,REPAIR & ADJUST SPECTACLES
924,Revenue Code,ALLERGY TEST
92499,CPT?-Procedure-Code,EYE SERVICE OR PROCEDURE NEC
925,Revenue Code,PREG TEST
92502,CPT?-Procedure-Code,EAR & THROAT EXAM GENL ANESTHESIA
92504,CPT?-Procedure-Code,EAR MICROSCOPY EXAM
92506,CPT?-Procedure-Code,SPEECH/HEARING EVALUATION
92507,CPT?-Procedure-Code,SPEECH/HEARING THERAPY INDIVIDUAL
92508,CPT?-Procedure-Code,SPEECH/HEARING THERAPY GROUP
92511,CPT?-Procedure-Code,NASOPHARYNGOSCOPY W/ENDOSCOPY
92523,CPT?-Procedure-Code,EVAL SPEECH SOUND PRODUCT LA
92524,CPT?-Procedure-Code,BEHAVIORAL & QUALIT ANALYSIS
92526,CPT?-Procedure-Code,SWALLOWING/ORAL FUNCTION TREATMENT
92532,CPT?-Procedure-Code,POSITIONAL NYSTAGMUS TEST
92540,CPT?-Procedure-Code,BASIC VESTIBULAR EVALUATION
92541,CPT?-Procedure-Code,SPONTANEOUS NYSTAGMUS TEST
92542,CPT?-Procedure-Code,POSITIONAL NYSTAGMUS TEST
92543,CPT?-Procedure-Code,CALORIC VESTIBULAR TEST
92544,CPT?-Procedure-Code,OPTOKINETIC NYSTAGMUS TEST
92545,CPT?-Procedure-Code,OSCILLATING TRACKING TEST
92546,CPT?-Procedure-Code,SINUSOIDAL ROTATIONAL TEST
92547,CPT?-Procedure-Code,VERTICAL ELECTRODES
92548,CPT?-Procedure-Code,POSTUROGRAPHY COMPUTERIZED DYNAMIC
92550,CPT?-Procedure-Code,TYMPANOMETRY & REFLEX THRESH
92551,CPT?-Procedure-Code,PURE TONE HEARING SCREEN AIR
92552,CPT?-Procedure-Code,PURE TONE AUDIOMETRY AIR
92553,CPT?-Procedure-Code,AUDIOMETRY AIR & BONE
92555,CPT?-Procedure-Code,SPEECH THRESHOLD AUDIOMETRY
92556,CPT?-Procedure-Code,SPEECH AUDIOMETRY W/SPEECH RECOG
92557,CPT?-Procedure-Code,COMPREHENSIVE HEARING TEST
92560,CPT?-Procedure-Code,BEKESY AUDIOMETRY SCREEN
92563,CPT?-Procedure-Code,TONE DECAY HEARING TEST
92567,CPT?-Procedure-Code,TYMPANOMETRY
92568,CPT?-Procedure-Code,ACOUSTIC REFLEX TESTING
92570,CPT?-Procedure-Code,ACOUSTIC IMMITTANCE TESTING
92571,CPT?-Procedure-Code,FILTERED SPEECH HEARING TEST
92579,CPT?-Procedure-Code,VISUAL REINFORCEMENT AUDIOMETRY
92582,CPT?-Procedure-Code,CONDITIONING PLAY AUDIOMETRY
92583,CPT?-Procedure-Code,SELECT PICTURE AUDIOMETRY
92584,CPT?-Procedure-Code,ELECTROCOCHLEOGRAPHY
92585,CPT?-Procedure-Code,AUDITORY EVOKED POTENTIAL COMPRHNSV
92586,CPT?-Procedure-Code,AUDITORY EVOKED POTENTIAL LIMITED
92587,CPT?-Procedure-Code,EVOKED AUDITORY EXAM LIMITED
92588,CPT?-Procedure-Code,EVOKED AUDITORY EXAM COMPREHENSIVE
92590,CPT?-Procedure-Code,HEARING AID EXAM ONE EAR
92591,CPT?-Procedure-Code,HEARING AID EXAM BOTH EARS
92592,CPT?-Procedure-Code,HEARING AID CHECK ONE EAR
92593,CPT?-Procedure-Code,HEARING AID CHECK BOTH EARS
92595,CPT?-Procedure-Code,ELECTRO HEARING AID TEST BOTH EARS
92604,CPT?-Procedure-Code,REPROGRAM COCHLEAR IMPLT 7 >
92610,CPT?-Procedure-Code,EVALUATE SWALLOWING FUNCTION
92611,CPT?-Procedure-Code,MOTION FLUOROSCOPY/SWALLOW
92612,CPT?-Procedure-Code,ENDOSCOPY SWALLOW TST (FEES)
92613,CPT?-Procedure-Code,ENDOSCOPY SWALLOW TST (FEES)
92625,CPT?-Procedure-Code,TINNITUS ASSESSMENT
92626,CPT?-Procedure-Code,EVAL AUD REHAB STATUS
92700,CPT?-Procedure-Code,ENT PROCEDURE/SERVICE
929,Revenue Code,ADDITIONAL DX SVS
92920,CPT?-Procedure-Code,PRQ CARDIAC ANGIOPLAST 1 ART
92921,CPT?-Procedure-Code,PRQ CARDIAC ANGIO ADDL ART
92928,CPT?-Procedure-Code,PRQ CARD STENT W/ANGIO 1 VSL
92929,CPT?-Procedure-Code,PRQ CARD STENT W/ANGIO ADDL
92933,CPT?-Procedure-Code,PRQ CARD STENT/ATH/ANGIO
92934,CPT?-Procedure-Code,PRQ CARD STENT/ATH/ANGIO
92937,CPT?-Procedure-Code,PRQ REVASC BYP GRAFT 1 VSL
92941,CPT?-Procedure-Code,PRQ CARD REVASC MI 1 VSL
92943,CPT?-Procedure-Code,PRQ CARD REVASC CHRONIC 1VSL
92950,CPT?-Procedure-Code,HEART/LUNG RESUSCITATION (CPR)
92960,CPT?-Procedure-Code,HEART ELECTROCONVERSION EXTERNAL
92971,CPT?-Procedure-Code,CARDIOASSIST EXTERNAL
92973,CPT?-Procedure-Code,PERCU TRNSLUM CORONARY THROMBECTOMY
92978,CPT?-Procedure-Code,ULTRASND INTRAVAS HEART INT VESL
92979,CPT?-Procedure-Code,ULTRASOUND INTRAVASC HEART ADD VSL
92980,CPT?-Procedure-Code,PLACE INTRACORONARY STENT FIRST VS
92981,CPT?-Procedure-Code,PLACE INTRACORONARY STENT ADDL VS
92982,CPT?-Procedure-Code,CORONARY ARTERY DILATION BALLOON
92984,CPT?-Procedure-Code,CORONARY ARTERY DILATION BALLOON
92986,CPT?-Procedure-Code,REVISION OF AORTIC VALVE BALLOON
92987,CPT?-Procedure-Code,REVISION OF MITRAL VALVE BALLOON
92995,CPT?-Procedure-Code,REMOVE HEART VESSEL PLAQUE 1ST VSL
93000,CPT?-Procedure-Code,ELECTROCARDIOGRAM COMPLETE (ECG)
93005,CPT?-Procedure-Code,ELECTROCARDIOGRAM TRACING ONLY
93010,CPT?-Procedure-Code,ELECTROCARDIOGRAM REPORT
93015,CPT?-Procedure-Code,CARDIOVASCULAR STRESS TEST
93016,CPT?-Procedure-Code,CARDIOVASCULAR STRESS TEST
93017,CPT?-Procedure-Code,CARDIOVASCULAR STRESS TEST TRACING
93018,CPT?-Procedure-Code,CARDIOVASCULAR STRESS TEST REPORT
93040,CPT?-Procedure-Code,RHYTHM ECG WITH REPORT
93041,CPT?-Procedure-Code,RHYTHM ECG TRACING ONLY
93042,CPT?-Procedure-Code,RHYTHM ECG REPORT ONLY
931,Revenue Code,HALF DAY
93224,CPT?-Procedure-Code,ECG MONITOR/24 HRS COMPLETE
93225,CPT?-Procedure-Code,ECG MONITOR/24 HRS RECORDING
93226,CPT?-Procedure-Code,ECG MONITOR/24 HRS ANALYSIS/REPORT
93227,CPT?-Procedure-Code,ECG MONITOR/24 HRS REVIEW/INTERP
93228,CPT?-Procedure-Code,REMOTE 30 DAY ECG REV/REPORT
93229,CPT?-Procedure-Code,REMOTE 30 DAY ECG TECH SUPP
93268,CPT?-Procedure-Code,ECG RECORDING XMIT/REVIEW/INTRPRET
93270,CPT?-Procedure-Code,ECG RECORDING RECORDING ONLY
93271,CPT?-Procedure-Code,ECG RECORDING MONITORING/ANALYSIS
93272,CPT?-Procedure-Code,ECG RECORDING PHYS INTERPRETATION
93278,CPT?-Procedure-Code,SIGNAL-AVERAGED ECG
93279,CPT?-Procedure-Code,PM DEVICE PROG EVAL SING
93280,CPT?-Procedure-Code,CARDIAC FLUOROSCOPY
93281,CPT?-Procedure-Code,PM DEVICE PROG EVAL MULTI
93282,CPT?-Procedure-Code,ICD DEVICE PROG EVAL 1 SING
93283,CPT?-Procedure-Code,ICD DEVICE PROG EVAL DUAL
93284,CPT?-Procedure-Code,ICD DEVICE PROG EVAL MULT
93285,CPT?-Procedure-Code,ILR DEVICE EVAL PROG
93286,CPT?-Procedure-Code,PRE-OP PM DEVICE EVAL
93287,CPT?-Procedure-Code,PRE-OP ICD DEVICE EVAL
93288,CPT?-Procedure-Code,PM DEVICE EVAL IN PERSON
93289,CPT?-Procedure-Code,ICD DEVICE INTERROGATE
93290,CPT?-Procedure-Code,ICM DEVICE EVAL
93291,CPT?-Procedure-Code,ILR DEVICE INTERROGATE
93293,CPT?-Procedure-Code,PM PHONE R-STRIP DEVICE EVAL
93294,CPT?-Procedure-Code,PM DEVICE INTERROGATE REMOTE
93295,CPT?-Procedure-Code,ICD DEVICE INTERROGATE REMOTE
93296,CPT?-Procedure-Code,PM/ICD REMOTE TECH SERV
93297,CPT?-Procedure-Code,ICM DEVICE INTERROGATE REMOTE
93298,CPT?-Procedure-Code,ILR DEVICE INTERROGATE REMOTE
93299,CPT?-Procedure-Code,ICM/ILR REMOTE TECH SERV
93303,CPT?-Procedure-Code,ECG TRANSTHORACIC COMPLETE
93304,CPT?-Procedure-Code,ECG TRANSTHORACIC FOLLOWUP/LIMITED
93306,CPT?-Procedure-Code,TTE W/DOPPLER COMPLETE
93307,CPT?-Procedure-Code,ECG TRANSTHORACIC HEART COMPLETE
93308,CPT?-Procedure-Code,ECG TRANSTHORACIC HEART LIMITED
93312,CPT?-Procedure-Code,ECG TRANSESOPHAGEAL HEART COMPL
93313,CPT?-Procedure-Code,ECG TRANSESOPHAGEAL HEART LIMITED
93314,CPT?-Procedure-Code,ECG TRANSESOPHAGEAL HEART RPT ONLY
93315,CPT?-Procedure-Code,ECG TRANSESOPHAGEAL CONG HEART
93318,CPT?-Procedure-Code,ECHOCARDIOGRAPHY TEE FOR MONITORING
93320,CPT?-Procedure-Code,DOPPLER ECHO EXAM OF HEART COMPL
93321,CPT?-Procedure-Code,DOPPLER ECHO EXAM OF HEART LIMITED
93325,CPT?-Procedure-Code,DOPPLER COLOR FLOW MAPPING
93350,CPT?-Procedure-Code,ECHO EXAM OF HEART/ECG MONITORING
93351,CPT?-Procedure-Code,STRESS TTE COMPLETE
93352,CPT?-Procedure-Code,ADMIN ECG CONTRAST AGENT
93451,CPT?-Procedure-Code,RIGHT HEART CATH
93452,CPT?-Procedure-Code,LEFT HRT CATH W/VENTRCLGRPHY
93453,CPT?-Procedure-Code,R&L HRT CATH W/VENTRICLGRPHY
93454,CPT?-Procedure-Code,CORONARY ARTERY ANGIO S&I
93455,CPT?-Procedure-Code,CORONARY ART/GRFT ANGIO S&I
93456,CPT?-Procedure-Code,R HRT CORONARY ARTERY ANGIO
93458,CPT?-Procedure-Code,L HRT ARTERY/VENTRICLE ANGIO
93459,CPT?-Procedure-Code,L HRT ART/GRFT ANGIO
93460,CPT?-Procedure-Code,R&L HRT ART/VENTRICLE ANGIO
93461,CPT?-Procedure-Code,R&L HRT ART/VENTRICLE ANGIO
93462,CPT?-Procedure-Code,L HRT CATH TRNSPTL PUNCTURE
93463,CPT?-Procedure-Code,DRUG ADMIN & HEMODYNMIC MEAS
93503,CPT?-Procedure-Code,PLACE FLOW DIRECTED HEART CATHETER
93505,CPT?-Procedure-Code,BIOPSY OF HEART LINING
93530,CPT?-Procedure-Code,CATHETERIZATION RIGHT HEART
93531,CPT?-Procedure-Code,CATHZATION COMB RIGHT/LEFT HEART
93565,CPT?-Procedure-Code,INJECT L VENTR/ATRIAL ANGIO
93567,CPT?-Procedure-Code,INJECT SUPRVLV AORTOGRAPHY
93568,CPT?-Procedure-Code,INJECT PULM ART HRT CATH
93571,CPT?-Procedure-Code,DOPPLER INTRAVASC INITIAL VESSEL
93572,CPT?-Procedure-Code,DOPPLER INTRAVASC EA ADDL VESSEL
93600,CPT?-Procedure-Code,BUNDLE OF HIS RECORDING
93602,CPT?-Procedure-Code,INTRA-ATRIAL RECORDING
