"CSV Output"
"DX_CD","diag_description",
"65353","65353 - DISPRPOR D/T UNUSLY LRG FETUS ANTPR",
"65371","65371 - DISPRPOR D/T OTH FETAL ABNRM DEL",
"65373","65373 - DISPRPOR D/T OTH FETAL ABNRM ANTPRT",
"65410","65410 - TUMOR BODY UTE IN PRG UNSPE",
"65413","65413 - TUMOR BODY UTE IN PRG ANTEPARTUM",
"65420","65420 - CESAREAN PREVIOUS UNSPE",
"65421","65421 - CESAREAN PREVIOUS DELIVERED",
"65423","65423 - CESAREAN PREVIOUS ANTEPARTUM",
"65441","65441 - ABNRM GRAVID UTE OTH DELIVERED",
"65443","65443 - ABNRM GRAVID UTE OTH ANTEPARTUM",
"65451","65451 - INCMPTNC CRVCL IN PRG DELIVERED",
"65453","65453 - INCMPTNC CRVCL IN PRG ANTEPARTUM",
"65461","65461 - ABNRM CERVIX PRG OTH DELIVERED",
"65463","65463 - ABNRM CERVIX PRG OTH ANTEPARTUM",
"65473","65473 - ABNRM VAGINA IN PRG ANTEPARTUM",
"65503","65503 - MALFRM FETAL CNS AFCTG MTHR ANTPRT",
"65513","65513 - ABNRM FETAL CHRMSM AFCTG MTHR ANTPR",
"65533","65533 - DMG FETAL D/T VIRUS IN MTHR ANTPRT",
"65543","65543 - DMG FETAL D/T OTH DIS IN MTHR ANTPR",
"65553","65553 - DMG SUSP FETAL D/T DRUGS ANTPRT",
"65571","65571 - DEC FETAL MVMT AFFCTG MTHR DEL",
"65573","65573 - DEC FETAL MVMT AFFCTG MTHR ANTPRT",
"65583","65583 - ABNRM FETAL ACTGG MTHR NEC ATNPRT",
"65593","65593 - ABNRM FETAL AFCTG MTHR NOS ANTPRT",
"65610","65610 - RH ISOIMMUNIZATION UNSPE",
"65613","65613 - RH ISOIMMUNIZATION ANTEPARTUM COND",
"65631","65631 - DISTRESS FETAL DELIVERED",
"65633","65633 - DISTRESS FETAL ANTEPARTUM",
"65640","65640 - DEATH INTRAUTERINE UNSPE",
"65641","65641 - DEATH INTRAUTERINE DELIVERED",
"65643","65643 - DEATH INTRAUTERINE ANTEPARTUM",
"65651","65651 - GROWTH POOR FETAL DELIVERED",
"65653","65653 - GROWTH POOR FETAL ANTEPARTUM",
"65661","65661 - GROWTH EXCESSIVE FETAL DELIVERED",
"65663","65663 - GROWTH EXCESSIVE FETAL ANTEPARTUM",
"65670","65670 - CND OTH PLCNT AFCTG MTHR UNSPE",
"65671","65671 - CND OTH PLCNT AFCTG MTHR DEL",
"65673","65673 - CND OTH PLCNT AFCTG MTHR ANTPRT",
"65681","65681 - PRBLM OTH FETAL/PLCNT DELIVERED",
"65683","65683 - PRBLM OTH FETAL/PLCNT ANTEPARTUM",
"65691","65691 - PRBLM FETAL/PLCNT NOS DELIVERED",
"65693","65693 - PRBLM FETAL/PLCNT NOS ANTEPARTUM",
"65701","65701 - POLYHYDRAMNIOS DELIVERED",
"65703","65703 - POLYHYDRAMNIOS ANTEPARTUM",
"65803","65803 - OLIGOHYDRAMNIOS ANTEPARTUM",
"65811","65811 - RUP PREMTR MEMBRANES DELIVERED",
"65813","65813 - RUP PREMTR MEMBRANES ANTEPARTUM",
"65821","65821 - DLYD DEL AFTER MMBR RUP DELIVERED",
"65841","65841 - INFCT AMNIOTIC CAVITY DELIVERED",
"65890","65890 - PRBLM AMNIOTIC CAV/MMBR NOS UNSPE",
"65911","65911 - INDUCTION MED/NOS FAILED DEL",
"65940","65940 - GRAND MULTIPARITY UNSPC EPISODE",
"65941","65941 - GRAND MULTIPARITY DELIVERED",
"65943","65943 - GRAND MULTIPARITY ANTEPARTUM",
"65950","65950 - PRIMIGRAVIDA ELDERLY UNSPE",
"65953","65953 - PRIMIGRAVIDA ELDERLY ANTEPARTUM",
"65960","65960 - LBR/DEL ADVNC MAT AGE NEC UNSPE",
"65961","65961 - LBR/DEL ADVNC MAT AGE NEC DEL",
"65963","65963 - LBR/DEL ADVNC MAT AGE NEC ANTPRT",
"65971","65971 - ABNRM FETAL HEART RATE/RHYTHM DEL",
"65973","65973 - ABNRM FTL HEART RATE/RHYTHM ANTPRT",
"65981","65981 - LABOR/DEL CARE/INTRVN NEC DEL",
"65990","65990 - LBR/DEL CARE/INTRVN NOS UNSPE",
"66061","66061 - LABOR FAILED TRIAL NOS DELIVERED",
"66101","66101 - LABOR PRM UTERINE INERTIA DEL",
"66103","66103 - LABOR PRM UTERINE INERTIA ANTPRT",
"66111","66111 - LABOR SCND UTERINE INERTIA DEL",
"66113","66113 - LABOR SCND UTERINE INERTIA ANTPRT",
"66121","66121 - LABOR UTERINE INERTIA NOS DEL",
"66131","66131 - LABOR PRECIPITATE DELIVERED",
"66210","66210 - LABOR PROLONGED NOS UNSPE",
"66221","66221 - LABOR PROLONGED 2ND STAGE DEL",
"66311","66311 - CMPL CRD ARND NECK W/CMPRS DEL",
"66331","66331 - CMPL CRD ENTNGL NOS W/O CMPRS DEL",
"66401","66401 - DEL W/1ST DGR PERNL LCR DELIVERED",
"66411","66411 - DEL W/2ND DGR PERNL LCR DELIVERED",
"66481","66481 - DEL W/PERNL TRAUMA NEC DELIVERED",
"66612","66612 - HEM OTHER IMMEDIATE PP DEL W/PP",
"66622","66622 - HEM DELAYED/SCND PP DEL W/PP",
"66624","66624 - HEM DELAYED/SCND PP POSTPARTUM",
"66970","66970 - DELIVERY CESAREAN NOS UNSPE",
"66971","66971 - DELIVERY CESAREAN NOS DELIVERED",
"66991","66991 - CMPL LABOR/DEL NOS DELIVERED",
"67024","67024 - PUERPERL SEPSIS-POSTPART",
"67101","67101 - CMPL PRG VRCS VEIN LEG DEL",
"67130","67130 - CMPL PRG DEEP THRMB ANTPRT UNSPE",
"67133","67133 - CMPL PRG DEEP THRMB ANTPRT ANTPRT",
"67144","67144 - CMPL PRG DEEP THRMB PP PP",
"67182","67182 - CMPL PRG VENOUS NEC DEL W/PP",
"67320","67320 - EMBOLISM OB BLOOD-CLOT UNSPE",
"67323","67323 - EMBOLISM OB BLOOD-CLOT ANTEPARTUM",
"67380","67380 - EMBOLISM OB PULMONARY NEC UNSPE",
"67382","67382 - EMBOLISM OB PULMONARY NEC DEL +PP",
"67430","67430 - CMPL OB SURGICAL WOUND NEC UNSPE",
"67434","67434 - CMPL OB SURGICAL WOUND NEC PP",
"67450","67450 - PERIPART CARDIOMYOPATHY UNSP",
"67454","67454 - PERIPART CARDIOMYOP POSTPART",
"67484","67484 - CMPL PUERPERIUM NEC POSTPARTUM",
"67620","67620 - ENGORGEMENT BREAST D/T PRG UNSPE",
"67624","67624 - ENGORGEMENT BREAST D/T PRG PP",
"67634","67634 - DISORDER BREAST D/T PRG NEC PP",
"67660","67660 - GALACTORRHEA D/T PREGNANCY UNSPE",
"677","677 - LATE EFFECT PREGNANCY COMPLICATION",
"6800","6800 - CARBUNCLE/FURUNCLE FACE",
"6801","6801 - CARBUNCLE/FURUNCLE NECK",
"6802","6802 - CARBUNCLE/FURUNCLE TRUNK",
"6803","6803 - CARBUNCLE/FURUNCLE ARM/FOREARM",
"6804","6804 - CARBUNCLE/FURUNCLE HAND",
"6805","6805 - CARBUNCLE/FURUNCLE BUTTOCK",
"6806","6806 - CARBUNCLE/FURUNCLE LEG",
"6808","6808 - CARBUNCLE/FURUNCLE SITE NEC",
"6809","6809 - CARBUNCLE/FURUNCLE NOS",
"68100","68100 - CELLULITIS/ABSCESS FINGER NOS",
"68101","68101 - CELLULITIS/ABSCESS FINGER FELON",
"68102","68102 - CELLULITIS/ABSCESS FINGER ONCHIA",
"68110","68110 - CELLULITIS/ABSCESS TOE NOS",
"68111","68111 - CELLULITIS/ABSCESS TOE ONYCHIA",
"6819","6819 - CELLULITIS/ABSCESS DIGIT NOS",
"6820","6820 - CELLULITIS/ABSCESS FACE",
"6821","6821 - CELLULITIS/ABSCESS NECK",
"6822","6822 - CELLULITIS/ABSCESS TRUNK",
"6823","6823 - CELLULITIS/ABSCESS ARM",
"6824","6824 - CELLULITIS/ABSCESS HAND",
"6825","6825 - CELLULITIS/ABSCESS BUTTOCK",
"6826","6826 - CELLULITIS/ABSCESS LEG",
"6827","6827 - CELLULITIS/ABSCESS FOOT",
"6828","6828 - CELLULITIS/ABSCESS SITE NEC",
"6829","6829 - CELLULITIS/ABSCESS NOS",
"683","683 - LYMPHADENITIS ACUTE",
"684","684 - IMPETIGO",
"6850","6850 - CYST PILONIDAL W/ABSCESS",
"6851","6851 - CYST PILONIDAL W/O ABSCESS",
"68600","68600 - PYODERMA NOS",
"68601","68601 - PYODERMA GANGRENOSUM",
"68609","68609 - PYODERMA NEC",
"6861","6861 - PYOGENIC GRANULOMA",
"6868","6868 - INFCT LOCAL SKIN/SBCUTN TISSUE NEC",
"6869","6869 - INFCT LOCAL SKIN/SBCUTN TISSUE NOS",
"69010","69010 - DERMATITIS SEBORRHEIC NOS",
"69011","69011 - CAPITIS SEBORRHEA",
"69018","69018 - DERMATITIS SEBORRHEIC NEC",
"6908","6908 - DERMATOSIS ERYTHEMATOSQUAMOUS NEC",
"6910","6910 - RASH DIAPER OR NAPKIN",
"6918","6918 - DERMATITIS OTHER ATOPIC",
"692","692 - DERMATITIS AND ECZEMA CONTACT",
"6920","6920 - DERMATITIS D/T DETERGENT",
"6921","6921 - DERMATITIS D/T OIL & GREASE",
"6922","6922 - DERMATITIS D/T SOLVENTS",
"6923","6923 - DERMATITIS D/T TOPICAL DRUGS/MEDS",
"6924","6924 - DERMATITIS D/T OTHER CHEMICALS",
"6925","6925 - DERMATITIS D/T TOPICAL FOOD",
"6926","6926 - DERMATITIS D/T PLANTS",
"69270","69270 - DERMATITIS D/T SUN NOS",
"69271","69271 - DERMATITIS D/T SUNBURN",
"69272","69272 - DERMATITIS ACUTE D/T SOLAR RDATN",
"69274","69274 - DRMTIT CHRN D/T SOLAR RDATN NEC",
"69275","69275 - DISEM SPRFC ACTNC PORKRTSIS (DSAP)",
"69276","69276 - SUNBURN SECOND DEGREE",
"69277","69277 - SUNBURN THIRD DEGREE",
"69279","69279 - DERMATITIS D/T SOLAR RDATN NEC",
"6928","6928 - DERMATITIS D/T OTHER SPEC AGENT",
"69281","69281 - DERMATITIS D/T COSMETICS",
"69283","69283 - DERMATITIS D/T METALS",
"69289","69289 - DERMATITIS NEC",
"6929","6929 - DERMATITIS NOS",
"6930","6930 - DERMATITIS D/T DRUG/MEDS NOS",
"6931","6931 - DERMATITIS D/T FOOD INGESTION",
"6939","6939 - DRMTIT D/T SBST TAKEN INTRN NOS",
"6940","6940 - DERMATITIS HERPETIFORMIS",
"6943","6943 - IMPETIGO HERPETIFORMIS",
"6944","6944 - PEMPHIGUS",
"6945","6945 - PEMPHIGOID",
"69460","69460 - PMPHGD BNG MUCOUS MMBR -OCULAR INV",
"69461","69461 - PMPHGD BNG MUCOUS MMBR W/OCULAR INV",
"6948","6948 - DERMATOSIS BULLOUS NEC",
"6949","6949 - DERMATOSIS BULLOUS NOS",
"6950","6950 - ERYTHEMA TOXIC",
"69511","69511 - ERYTHEMA MULTIFORME MINO",
"69519","69519 - OTH ERYTHEMA MULTIFORM",
"6952","6952 - ERYTHEMA NODOSUM",
"6953","6953 - ROSACEA",
"6954","6954 - ERYTHEMATOSUS LUPUS",
"69589","69589 - ERYTHEMATOUS CONDITIONS NEC",
"6959","6959 - ERYTHEMATOUS CONDITION NOS",
"6960","6960 - PSORIATIC ARTHROPATHY",
"6961","6961 - PSORIASIS NEC",
"6962","6962 - PARAPSORIASIS",
"6963","6963 - PITYRIASIS ROSEA",
"6965","6965 - PITYRIASIS NEC/NOS",
"6968","6968 - DISORDERS PSORIASIS & SIMILAR NEC",
"6970","6970 - LICHEN PLANUS",
"6979","6979 - LICHEN NOS",
"6980","6980 - PRURITUS ANI",
"6981","6981 - PRURITUS GENITALIA",
"6982","6982 - PRURIGO",
"6983","6983 - LICHENIFICATION",
"6984","6984 - DERMATITIS FACTITIA",
"6988","6988 - PRURITIC CONDITIONS NEC",
"6989","6989 - PRURITIC DISORDER NOS",
"700","700 - CORNS AND CALLOSITIES",
"7010","7010 - SCLERODERMA CIRCUMSCRIBED",
"7011","7011 - KERATODERMA ACQUIRED",
"7012","7012 - ACANTHOSIS NIGRICANS ACQUIRED",
"7013","7013 - STRIAE ATROPHICAE",
"7014","7014 - KELOID SCAR",
"7015","7015 - ABNORMAL GRANULATION TISSUE NEC",
"7018","7018 - HYPERTROPHIC/ATROPHIC SKIN NEC",
"7019","7019 - HYPERTROPHIC/ATROPHIC SKIN NOS",
"702","702 - DERMATOSIS OTHER",
"7020","7020 - KERATOSIS ACTINIC",
"70211","70211 - KERATOSIS SEBORRHEIC INFLAMED",
"70219","70219 - KERATOSIS SEBORRHEIC NEC",
"7028","7028 - DERMATOSES NEC",
"703","703 - DISEASES NAIL",
"7030","7030 - INGROWING NAIL",
"7038","7038 - DISEASES NAIL NEC",
"7039","7039 - DISEASE NAIL NOS",
"70400","70400 - ALOPECIA NOS",
"70401","70401 - ALOPECIA AREATA",
"70402","70402 - TELOGEN EFFLUVIUM",
"70409","70409 - ALOPECIA NEC",
"7041","7041 - HIRSUTISM",
"7042","7042 - ABNORMALITY HAIR",
"70441","70441 - PILAR CYST",
"70442","70442 - TRICHILEMMAL CYST",
"7048","7048 - DISEASE HAIR NEC",
"7049","7049 - DISEASE HAIR NOS",
"7050","7050 - ANHIDROSIS",
"7051","7051 - PRICKLY HEAT",
"70521","70521 - PRIMARY FOCAL HYPERHIDROSIS",
"7058","7058 - DISORDER SWEAT GLAND",
"70581","70581 - DYSHIDROSIS",
"70583","70583 - HIDRADENITIS",
"70589","70589 - DISORDER SWEAT GLAND NEC",
"7061","7061 - ACNE NEC",
"7062","7062 - CYST SEBACEOUS",
"7063","7063 - SEBORRHEA",
"7068","7068 - DISEASE SEBACEOUS GLAND NEC",
"7069","7069 - DISEASE SEBACEOUS GLAND NOS",
"70700","70700 - CHRONIC ULCER SKIN UNSPEC SITE",
"70701","70701 - CHRONIC ULCER SKIN ELBOW",
"70702","70702 - CHRONIC ULCER SKIN UPPER BACK",
"70703","70703 - CHRONIC ULCER SKIN LOWER BACK",
"70704","70704 - CHRONIC ULCER SKIN HIP",
"70705","70705 - CHRONIC ULCER SKIN BUTTOCK",
"70706","70706 - CHRONIC ULCER SKIN ANKLE",
"70707","70707 - CHRONIC ULCER SKIN HEEL",
"70709","70709 - CHRONIC ULCER SKIN OTHER SITE",
"70710","70710 - ULCER CHRONIC LOWER LIMB NOS",
"70711","70711 - ULCER CHRONIC THIGH",
"70712","70712 - ULCER CHRONIC CALF",
"70713","70713 - ULCER CHRONIC ANKLE",
"70714","70714 - ULCER CHRONIC HEEL AND MIDFOOT",
"70715","70715 - ULCER CHRONIC OTHER PART OF FOOT",
"70719","70719 - ULCER CHRONIC OTH PRT OF LWR LIMB",
"7072","7072 - PRESSURE ULCER STAGE",
"70720","70720 - PRESSURE ULCER UNSPEC STAG",
"70721","70721 - PRESSURE ULCER STAGE",
"70722","70722 - PRESSURE ULCER STAGE I",
"70723","70723 - PRESSURE ULCER STAGE II",
"70724","70724 - PRESSURE ULCER STAGE I",
"70725","70725 - PRESSURE ULCER UNSTAGEABL",
"7078","7078 - ULCER CHRONIC SKIN NEC",
"7079","7079 - ULCER CHRONIC SKIN NOS",
"7080","7080 - URTICARIA ALLERGIC",
"7081","7081 - URTICARIA IDIOPATHIC",
"7083","7083 - URTICARIA DERMATOGRAPHIC",
"7085","7085 - URTICARIA CHOLINERGIC",
"7088","7088 - URTICARIA NEC",
"7089","7089 - URTICARIA NOS",
"70900","70900 - DYSCHROMIA NOS",
"70901","70901 - VITILIGO",
"70909","70909 - DYSCHROMIA NEC",
"7091","7091 - DISORDER VASCULAR SKIN",
"7092","7092 - SCAR/FIBROSIS SKIN",
"7093","7093 - DISORDERS DEGENERATIVE SKIN",
"7094","7094 - FOREIGN BODY GRANULOMA SKIN",
"7098","7098 - DISORDERS SKIN NEC",
"7099","7099 - DISORDERS SKIN NOS",
"7100","7100 - SYSTEMIC LUPUS ERYTHEMATOSUS",
"7101","7101 - SYSTEMIC SCLEROSIS",
"7102","7102 - SICCA SYNDROME",
"7103","7103 - DERMATOMYOSITIS",
"7104","7104 - POLYMYOSITIS",
"7108","7108 - DIS DIFFUSE CONNECTIVE TISSUE NEC",
"7109","7109 - DIS DIFFUSE CONNECTIVE TISSUE NOS",
"71100","71100 - ARTHRITIS PYOGENIC UNSPEC SITE",
"71101","71101 - ARTHRITIS PYOGENIC SHOULDER",
"71104","71104 - ARTHRITIS PYOGENIC HAND",
"71105","71105 - ARTHRITIS PYOGENIC PELVIS/THIGH",
"71106","71106 - ARTHRITIS PYOGENIC LOWER LEG",
"71107","71107 - ARTHRITIS PYOGENIC ANKLE/FOOT",
"71190","71190 - ARTHRITIS INFCT NOS UNSPEC SITE",
"71195","71195 - ARTHRITIS INFCT NOS PELVIS/THIGH",
"71196","71196 - ARTHRITIS INFCT NOS LOWER LEG",
"71216","71216 - ARTH D/T DCALC PHOS CRYS LOWER LEG",
"71220","71220 - ARTH D/T PYROPHS CRYS UNSPC SITE",
"71230","71230 - CHONDROCALCINOSIS NOS UNSPC SITE",
"71233","71233 - CHONDROCALCINOSIS NOS FOREARM",
"71236","71236 - CHONDROCALCINOSIS NOS LOWER LEG",
"71290","71290 - ARTHROPATHY CRYSTAL NOS UNSPC SITE",
"7131","7131 - ARTHROPATHY W/NONINFECT GI DISORDER",
"7134","7134 - ARTHROPATHY W/RESPIRATORY DISORDER",
"7135","7135 - ARTHROPATHY W/NEUROLOGICAL DISORDER",
"7138","7138 - ARTHROPATHY W/OTH CONDITIONS CE",
"7140","7140 - ARTHRITIS RHEUMATOID",
"7142","7142 - ARTHRITIS RHEUMATOID SYSTEMIC NEC",
"71430","71430 - ARTHRITIS RHEUMATOID JUVENILE NOS",
"71433","71433 - ARTH RHEUMATOID MNOART JUVENILE",
"7144","7144 - ARTHROPATHY CHRONIC POSTRHEUMATIC",
"71489","71489 - POLYARTHROPATHY INFLAMMATORY NEC",
"7149","7149 - POLYARTHROPATHY INFLAMMATORY NOS",
"71500","71500 - OSTEOARTHROSIS GNRLZD UNSPC SITE",
"71504","71504 - OSTEOARTHROSIS GNRLZD HAND",
"71509","71509 - OSTEOARTHROSIS GNRLZD MLT SITES",
"71510","71510 - OSTEOARTHROSIS LCLZD PRM UNSPC SITE",
"71511","71511 - OSTEOARTHROSIS LCLZD PRM SHOULDER",
"71512","71512 - OSTEOARTHROSIS LCLZD PRM UPPER ARM",
"71513","71513 - OSTEOARTHROSIS LCLZD PRM FOREARM",
"71514","71514 - OSTEOARTHROSIS LCLZD PRM HAND",
"71515","71515 - OSTEOARTHROSIS LCLZD PRM PLV/THIGH",
"71516","71516 - OSTEOARTHROSIS LCLZD PRM LOWER LEG",
"71517","71517 - OSTEOARTHROSIS LCLZD PRM ANKLE/FOOT",
"71518","71518 - OSTEOARTH LCLZD PRM OTH SPEC SITE",
"71520","71520 - OSTEOARTH LCLZD SCND UNSPC SITE",
"71521","71521 - OSTEOARTH LCLZD SCND SHOULDER",
"71523","71523 - OSTEOARTH LCLZD SCND FOREARM",
"71525","71525 - OSTEOARTH LCLZD SCND PELV/THIGH",
"71526","71526 - OSTEOARTH LCLZD SCND LOWER LEG",
"71527","71527 - OSTEOARTH LCLZD SCND ANKLE/FOOT",
"71528","71528 - OSTEOARTH LCLZD SCND OTH SPEC SITE",
"71530","71530 - OSTEOARTHROSIS LCLZD NOS UNSPC SITE",
"71531","71531 - OSTEOARTH LCLZD NOS SHOULDER",
"71532","71532 - OSTEOARTH LCLZD NOS UPPER ARM",
"71533","71533 - OSTEOARTH LCLZD NOS FOREARM",
"71534","71534 - OSTEOARTH LCLZD NOS HAND",
"71535","71535 - OSTEOARTH LCLZD NOS PELVIS/THIGH",
"71536","71536 - OSTEOARTH LCLZD NOS LOWER LEG",
"71537","71537 - OSTEOARTH LCLZD NOS ANKLE/FOOT",
"71538","71538 - OSTEOARTH LCLZD NOS OTH SPEC SITE",
"71580","71580 - OSTEOARTHROSIS MLT SITE UNSPC SITE",
"71589","71589 - OSTEOARTH MLT SITES NOT GNRLZD",
"7159","7159 - OSTEOARTHROSIS NOS",
"71590","71590 - OSTEOARTHROSIS NOS UNSPC SITE",
"71591","71591 - OSTEOARTHROSIS NOS SHOULDER",
"71592","71592 - OSTEOARTHROSIS NOS UPPER ARM",
"71593","71593 - OSTEOARTHROSIS NOS FOREARM",
"71594","71594 - OSTEOARTHROSIS NOS HAND",
"71595","71595 - OSTEOARTHROSIS NOS PELVIS/THIGH",
"71596","71596 - OSTEOARTHROSIS NOS LOWER LEG",
"71597","71597 - OSTEOARTHROSIS NOS ANKLE/FOOT",
"71598","71598 - OSTEOARTHROSIS NOS OTHER SPEC SITE",
"71600","71600 - KASCHIN-BECK DISEASE UNSPC SITE",
"71611","71611 - ARTHROPATHY TRAUMATIC SHOULDER",
"71615","71615 - ARTHROPATHY TRAUMATIC PLV/THIGH",
"71616","71616 - ARTHROPATHY TRAUMATIC LOWER LEG",
"71617","71617 - ARTHROPATHY TRAUMATIC ANKLE/FOOT",
"71618","71618 - ARTHROPATHY TRAUM OTH SPEC SITE",
"71620","71620 - ARTHRITIS UNSPECIFIED SITE",
"71625","71625 - ARTHRITIS ALLERGIC PELVIS/THIGH",
"71626","71626 - ARTHRITIS ALLERGIC LOWER LEG",
"71645","71645 - ARTHROPATHY TRANSIENT PLV/THIGH",
"71646","71646 - ARTHROPATHY TRANSIENT LOWER LEG",
"71649","71649 - ARTHROPATHY TRANSIENT MLT SITES",
"71650","71650 - POLYARTHRITIS NOS UNSPECIFIED SITE",
"71656","71656 - POLYARTHRITIS NOS LOWER LEG",
"71657","71657 - POLYARTHRITIS NOS ANKLE/FOOT",
"71658","71658 - POLYARTHRITIS NOS OTHER SPEC SITE",
"71659","71659 - POLYARTHRITIS NOS MULTIPLE SITES",
"71660","71660 - MONOARTHRITIS NOS UNSPC SITE",
"71666","71666 - MONOARTHRITIS NOS LOWER LEG",
"71667","71667 - MONOARTHRITIS NOS ANKLE/FOOT",
"71680","71680 - ARTHROPATHY NEC UNSPECIFIED SITE",
"71681","71681 - ARTHROPATHY NEC SHOULDER",
"71683","71683 - ARTHROPATHY NEC FOREARM",
"71685","71685 - ARTHROPATHY NEC PELVIS/THIGH",
"71686","71686 - ARTHROPATHY NEC LOWER LEG",
"71687","71687 - ARTHROPATHY NEC ANKLE/FOOT",
"71688","71688 - ARTHROPATHY NEC OTHER SPEC SITE",
"71689","71689 - ARTHROPATHY NEC MULTIPLE SITES",
"71690","71690 - ARTHROPATHY NOS UNSPECIFIED SITE",
"71691","71691 - ARTHROPATHY NOS SHOULDER",
"71692","71692 - ARTHROPATHY NOS UPPER ARM",
"71693","71693 - ARTHROPATHY NOS FOREARM",
"71694","71694 - ARTHROPATHY NOS HAND",
"71695","71695 - ARTHROPATHY NOS PELVIS/THIGH",
"71696","71696 - ARTHROPATHY NOS LOWER LEG",
"71697","71697 - ARTHROPATHY NOS ANKLE/FOOT",
"71698","71698 - ARTHROPATHY NOS OTHER SPEC SITE",
"71699","71699 - ARTHROPATHY NOS MULTIPLE SITES",
"7170","7170 - TEAR OLD BUCKET MEDIAL MENISCUS",
"7171","7171 - DRGMNT ANTR HORN MEDIAL MENISCUS",
"7172","7172 - DRGMNT PSTR HORN MEDIAL MENISCUS",
"7173","7173 - DRGMNT MEDIAL MENISCUS OTH/UNSPEC",
"71740","71740 - DERANGEMENT LATERAL MENISCUS NOS",
"71741","71741 - TEAR BUCKET LATERAL MENISCUS",
"71742","71742 - DRGMNT ANTR HORN LATERAL MENISCUS",
"71743","71743 - DRGMNT PSTR HORN LATERAL MENISCUS",
"71749","71749 - DERANGEMENT LATERAL MENISCUS NEC",
"7175","7175 - DERANGEMENT MENISCUS NEC",
"7176","7176 - LOOSE BODY IN KNEE",
"7177","7177 - CHONDROMALACIA PATELLA",
"71783","71783 - DSRUP OLD ANTR CRUCIATE LIGAMENT",
"71785","71785 - DSRUP OLD KNEE LIGAMENT NEC",
"71789","71789 - DISRUPTION INTERNAL KNEE NEC",
"7179","7179 - DERANGEMENT INTERNAL KNEE NOS",
"71801","71801 - DISORDER ARTICULAR CRTLG SHOULDER",
"71803","71803 - DISORDER ARTICULAR CRTLG FOREARM",
"71804","71804 - DISORDER ARTICULAR CRTLG HAND",
"71805","71805 - DSORD ARTICULAR CRTLG PLV/THIGH",
"71807","71807 - DSORD ARTICULAR CRTLG ANKLE/FOOT",
"71811","71811 - LOOSE BODY IN JOINT SHOULDER",
"71817","71817 - LOOSE BODY IN JOINT ANKLE/FOOT",
"71827","71827 - DISLOCATION PTHLGCL ANKLE/FOOT",
"71831","71831 - DISLOCATION RECURRENT SHOULDER",
"71836","71836 - DISLOCATION RECURRENT LOWER LEG",
"71837","71837 - DISLOCATION RECURRENT ANKLE/FOOT",
"7184","7184 - CONTRACTURE JOINT",
"71840","71840 - CONTRACTURE JOINT UNSPC SITE",
"71841","71841 - CONTRACTURE JOINT SHOULDER",
"71842","71842 - CONTRACTURE JOINT UPPER ARM",
"71843","71843 - CONTRACTURE JOINT FOREARM",
"71844","71844 - CONTRACTURE JOINT HAND",
"71845","71845 - CONTRACTURE JOINT PELVIS/THIGH",
"71846","71846 - CONTRACTURE JOINT LOWER LEG",
"71847","71847 - CONTRACTURE JOINT ANKLE/FOOT",
"71849","71849 - CONTRACTURE JOINT MLT SITES",
"71850","71850 - ANKYLOSIS JOINT UNSPECIFIED SITE",
"71851","71851 - ANKYLOSIS JOINT SHOULDER",
"71854","71854 - ANKYLOSIS JOINT HAND",
"71856","71856 - ANKYLOSIS JOINT LOWER LEG",
"71865","71865 - PROTRU INTRPLV ACTBLM NOS PLV/THIGH",
"7188","7188 - DERANGEMENT OTHER JOINT NEC",
"71881","71881 - DRNGMNT OTH JOINT NEC SHOULDER",
"71883","71883 - DRNGMNT OTH JOINT NEC FOREARM",
"71885","71885 - DRNGMNT OTH JOINT NEC PLV/THIGH",
"71886","71886 - DRNGMNT OTH JOINT NEC LOWER LEG",
"71887","71887 - DRNGMNT OTH JOINT NEC ANKLE/FOOT",
"71890","71890 - DRNGMNT JOINT NOS UNSPC SITE",
"71891","71891 - DRNGMNT JOINT NOS SHOULDER",
"71892","71892 - DRNGMNT JOINT NOS UPPER ARM",
"71894","71894 - DRNGMNT JOINT NOS HAND",
"71895","71895 - DRNGMNT JOINT NOS PELVIS/THIGH",
"71897","71897 - DRNGMNT JOINT NOS ANKLE/FOOT",
"71900","71900 - EFFUSION JOINT UNSPC SITE",
"71901","71901 - EFFUSION JOINT SHOULDER",
"71902","71902 - EFFUSION JOINT UPPER ARM",
"71903","71903 - EFFUSION JOINT FOREARM",
"71904","71904 - EFFUSION JOINT HAND",
"71905","71905 - EFFUSION JOINT PELVIS/THIGH",
"71906","71906 - EFFUSION JOINT LOWER LEG",
"71907","71907 - EFFUSION JOINT ANKLE/FOOT",
"71908","71908 - EFFUSION JOINT OTHER SPEC SITE",
"71909","71909 - EFFUSION JOINT MULTIPLE SITES",
"71910","71910 - HEMARTHROSIS UNSPECIFIED SITE",
"71911","71911 - HEMARTHROSIS SHOULDER",
"71914","71914 - HEMARTHROSIS HAND",
"71915","71915 - HEMARTHROSIS PELVIS/THIGH",
"71916","71916 - HEMARTHROSIS LOWER LEG",
"71917","71917 - HEMARTHROSIS ANKLE/FOOT",
"71921","71921 - SYNOVITIS VILONOD SHOULDER",
"71922","71922 - SYNOVITIS VILONOD UPPER ARM",
"71923","71923 - SYNOVITIS VILONOD FOREARM",
"71924","71924 - SYNOVITIS VILONOD HAND",
"71925","71925 - SYNOVITIS VILONOD PELVIS/THIGH",
"71926","71926 - SYNOVITIS VILONOD LOWER LEG",
